Carrier Code,Status,Name,Scac,Carrier Type,Type Description,Type Group
RM76820,A,XCRICKET SALES,3111,CON,CONTRACT FLEET,Trucklo
RM768207,X,E AND G XPRESS- LLC,J424,CON,CONTRACT FLEET,Trucklo
RM768453,X,LK EXPRESS LLC,M026,CON,CONTRACT FLEET,Trucklo
RM768457,A,SHIFTA TRUCKING LLC,K315,CON,CONTRACT FLEET,Trucklo
RM768740,X,CALIBER FREIGHT LLC,J068,CON,CONTRACT FLEET,Trucklo
RM768776,X,LUKE DANIEL ENTERPRISES INC,N294,CON,CONTRACT FLEET,Trucklo
RM768779,A,JESUS MEZA DBA GOOD OL BOYS TR,0609,CON,CONTRACT FLEET,Trucklo
RM768786,X,E.D.S. TRANSPORT,L960,CON,CONTRACT FLEET,Trucklo
RM769059,X,R and A TRANSPORT LLC,RAAO,CON,CONTRACT FLEET,Trucklo
RM769514,X,K O TRANSPORT LLC,L623,CON,CONTRACT FLEET,Trucklo
RM769524,X,BLUE DIAMOND HOTSHOT SERVICES,BDHD,CON,CONTRACT FLEET,Trucklo
RM769566,A,AKAL TRUCKING LLC,K869,CON,CONTRACT FLEET,Trucklo
RM769591,A,SUNRISE CARRIER INC,N165,CON,CONTRACT FLEET,Trucklo
RM769593,X,WINSTON TRANS INC,K779,CON,CONTRACT FLEET,Trucklo
RM769620,A,SEKHRI TRANSPORT INC,E286,CON,CONTRACT FLEET,Trucklo
RM769671,X,KNOCKOUT TRANSPORTATION LLC,J811,CON,CONTRACT FLEET,Trucklo
RM769691,X,GREAT ROADLINE INC,0872,CON,CONTRACT FLEET,Trucklo
RM769715,X,BLUEJAY TRUCKING,U669,CON,CONTRACT FLEET,Trucklo
RM769720,X,SYLER TRANSPORT LLC,E315,CON,CONTRACT FLEET,Trucklo
RM769964,X,LORENZO R. MANCERA,E701,CON,CONTRACT FLEET,Trucklo
RM769993,A,DAYAX EXPRESS LLC,C412,CON,CONTRACT FLEET,Trucklo
RM770008,X,ORISHA INC,D784,CON,CONTRACT FLEET,Trucklo
RM770044,A,AMERICAN FREIGHT LINE INC,E603,CON,CONTRACT FLEET,Trucklo
RM770086,X,DR TRUCKING,J878,CON,CONTRACT FLEET,Trucklo
RM770095,X,SMX TRANSPORT LLC,0085,CON,CONTRACT FLEET,Trucklo
RM770141,X,YOBE TRUCKING CORP,S293,CON,CONTRACT FLEET,Trucklo
RM770207,X,USA FREIGHT INC,K611,CON,CONTRACT FLEET,Trucklo
RM77022,X,TONE S TRUCKING INC.,TCFH,CON,CONTRACT FLEET,Trucklo
RM770224,X,OVERNIGHT LOGISTICS INC,L698,CON,CONTRACT FLEET,Trucklo
RM770248,X,SIG SAUER INC,D891,CON,CONTRACT FLEET,Trucklo
RM770332,X,AUJLA STAR TRANSPORT LLC,E808,CON,CONTRACT FLEET,Trucklo
RM770336,X,R and S LOGISTIC TRANSPORTATIO,E382,CON,CONTRACT FLEET,Trucklo
RM770514,X,RITE WAY PALLETS LLC,0708,CON,CONTRACT FLEET,Trucklo
RM770651,A,BLUE SKY EXPRESS LLC,S115,CON,CONTRACT FLEET,Trucklo
RM770691,X,FLEXIBLE TRANSPORT LLC,E177,CON,CONTRACT FLEET,Trucklo
RM770710,X,STAR MOTORS,U064,CON,CONTRACT FLEET,Trucklo
RM770711,X,VICTORIA EXPRESS INC,E215,CON,CONTRACT FLEET,Trucklo
RM770744,A,BRIGHTSTAR TRANSPORTATION LLC,S237,CON,CONTRACT FLEET,Trucklo
RM770757,A,FGE INC,FGEI,CON,CONTRACT FLEET,Trucklo
RM770766,X,D R P TRUCKING,U824,CON,CONTRACT FLEET,Trucklo
RM770769,X,USA TRANS SERVICES LLC,J256,CON,CONTRACT FLEET,Trucklo
RM770790,X,LANTZ TRUCKING COMPANY- LLC,U446,CON,CONTRACT FLEET,Trucklo
RM770794,X,YOUNDER WAY EXPRESS LLC,S926,CON,CONTRACT FLEET,Trucklo
RM770888,X,9319-3514 QUEBEC INC,NTOM,CON,CONTRACT FLEET,Trucklo
RM77098,X,NORTHSTAR TRANSPORT LLC,NTLC,CON,CONTRACT FLEET,Trucklo
RM771046,X,BEGA TRANSPORTATION LLC,J750,CON,CONTRACT FLEET,Trucklo
RM771127,X,SLAVICA INC,J063,CON,CONTRACT FLEET,Trucklo
RM771174,X,ATLANTIC BAY TRANS INC,E006,CON,CONTRACT FLEET,Trucklo
RM771213,A,DDD LOGISTICS LLC,D893,CON,CONTRACT FLEET,Trucklo
RM771218,A,DHS TRUCKING LLC,B818,CON,CONTRACT FLEET,Trucklo
RM771291,X,ROSE LOGISTICS INC,0830,CON,CONTRACT FLEET,Trucklo
RM771315,X,INFINITY EXPRESS INC,0173,CON,CONTRACT FLEET,Trucklo
RM771375,X,C and C USA CORP,M960,CON,CONTRACT FLEET,Trucklo
RM771376,X,SS LOGISTICS LLC,S545,CON,CONTRACT FLEET,Trucklo
RM7715,A,G and H MOTOR FREIGHT LINES,GAHM,CON,CONTRACT FLEET,Trucklo
RM771612,A,2 FAST 2 FURIOUS TRUCKING INC,B321,CON,CONTRACT FLEET,Trucklo
RM771628,X,E and W TRUCKING- INC,D971,CON,CONTRACT FLEET,Trucklo
RM771656,X,OPTIMA FREIGHT CARRIER- LLC,J337,CON,CONTRACT FLEET,Trucklo
RM771659,X,PREMIUM INC,J462,CON,CONTRACT FLEET,Trucklo
RM771664,A,STEELY TRANSPORTATION LLC,K068,CON,CONTRACT FLEET,Trucklo
RM771667,X,EXCELLENCE TRANSPORT LLC,U830,CON,CONTRACT FLEET,Trucklo
RM771677,X,NW PREMIER TRANSPORT LLC,N711,CON,CONTRACT FLEET,Trucklo
RM771684,X,LMVZ TRUCKING LLC,1734,CON,CONTRACT FLEET,Trucklo
RM771690,X,BNR EXPRESS,U502,CON,CONTRACT FLEET,Trucklo
RM772032,X,SR FERGUSON LLC,E771,CON,CONTRACT FLEET,Trucklo
RM772051,X,DQ FREIGHT INC,U543,CON,CONTRACT FLEET,Trucklo
RM772093,A,SALVADOR TRANSPORT,E773,CON,CONTRACT FLEET,Trucklo
RM772553,X,DAMMER TRANSPORT,E343,CON,CONTRACT FLEET,Trucklo
RM772593,A,NAND TRANS LLC,4655,CON,CONTRACT FLEET,Trucklo
RM772596,X,WG TRANSPORT LLC,K024,CON,CONTRACT FLEET,Trucklo
RM772598,X,AFS GROUP- LLC,S028,CON,CONTRACT FLEET,Trucklo
RM772632,A,MAXIMILLIAN LOGISTICS INC.,K065,CON,CONTRACT FLEET,Trucklo
RM772796,X,LEONE TRUCKING LLC,K638,CON,CONTRACT FLEET,Trucklo
RM772856,X,KANSAS RIVER TRANSPORTATION,0633,CON,CONTRACT FLEET,Trucklo
RM772876,X,CPDL TRANSPORTATION LLC,N940,CON,CONTRACT FLEET,Trucklo
RM772897,X,ELIM TRUCKLINE- LLC,A538,CON,CONTRACT FLEET,Trucklo
RM772905,X,RGS EXPRESS LLC,9038,CON,CONTRACT FLEET,Trucklo
RM772909,X,ROAD and MASTER EXPRESS TRANSP,S407,CON,CONTRACT FLEET,Trucklo
RM772917,X,UNITED TRANS LLC,UNDT,CON,CONTRACT FLEET,Trucklo
RM77293,A,PAISA TRANSPORT LLC,B843,CON,CONTRACT FLEET,Trucklo
RM772999,X,TRANSVEGAS EXPRESS INC,0053,CON,CONTRACT FLEET,Trucklo
RM773101,X,KAYBIS MOTORS AND LOGISTICS LI,L648,CON,CONTRACT FLEET,Trucklo
RM773324,X,MATERIAL TRANSPORT,MLRQ,CON,CONTRACT FLEET,Trucklo
RM773347,A,HIGHWAY TRANSPORT LLC,N298,CON,CONTRACT FLEET,Trucklo
RM773417,A,THE HORSE RIDER,2987,CON,CONTRACT FLEET,Trucklo
RM773439,X,BULLOOKA TRANSPORTATION LLC,E797,CON,CONTRACT FLEET,Trucklo
RM773445,X,TAYLOR TRANSPORTATION,E009,CON,CONTRACT FLEET,Trucklo
RM773446,A,KEREH TRUCKING LLC,7302,CON,CONTRACT FLEET,Trucklo
RM773448,X,RICHLAND FREIGHTLINES INC,V116,CON,CONTRACT FLEET,Trucklo
RM773478,A,TMO EXPRESS LLC,E662,CON,CONTRACT FLEET,Trucklo
RM773522,X,KKP TRANSPORT LLC,U076,CON,CONTRACT FLEET,Trucklo
RM773673,A,J and E FREIGHT SERVICES LLC,5770,CON,CONTRACT FLEET,Trucklo
RM77373,X,COSIC TRANSPORTATION INC,E011,CON,CONTRACT FLEET,Trucklo
RM773772,X,KINGDOM LOGISTICS INC,J753,CON,CONTRACT FLEET,Trucklo
RM773815,X,CHAHAL TRUCKING LLC,E468,CON,CONTRACT FLEET,Trucklo
RM773856,A,OAKBRIDGE TRANSPORTATION INC.,M397,CON,CONTRACT FLEET,Trucklo
RM773857,X,PRESTIGE TRANSPORT INC,S764,CON,CONTRACT FLEET,Trucklo
RM773864,X,AMERICAN ROADWAYS TRUCKING,E118,CON,CONTRACT FLEET,Trucklo
RM773866,X,PADILLA TRUCKING CORP,S594,CON,CONTRACT FLEET,Trucklo
RM773889,X,USA SILK WAY- INC,E675,CON,CONTRACT FLEET,Trucklo
RM773894,X,LD TRANSPORT,J240,CON,CONTRACT FLEET,Trucklo
RM773906,X,KANG BROS LLC,S361,CON,CONTRACT FLEET,Trucklo
RM773927,X,LUCKYLEO INC,E060,CON,CONTRACT FLEET,Trucklo
RM773957,A,TAYLOR BRAND INTERNATIONAL LLC,0029,CON,CONTRACT FLEET,Trucklo
RM774046,X,MOORE GENERATIONS INC.,9911,CON,CONTRACT FLEET,Trucklo
RM774272,A,BENNI CARGO LLC,7738,CON,CONTRACT FLEET,Trucklo
RM774279,X,CALIFORNIA SHIPPER and CARRIER,N492,CON,CONTRACT FLEET,Trucklo
RM774334,A,AMERICAN TRANSPORTS EXPRESS LL,K351,CON,CONTRACT FLEET,Trucklo
RM774338,X,LIVFREE LOGISTICS,E403,CON,CONTRACT FLEET,Trucklo
RM774339,X,GA PARSONS TRUCKING LLC,0584,CON,CONTRACT FLEET,Trucklo
RM774342,X,JCLC TRANSPORT,J749,CON,CONTRACT FLEET,Trucklo
RM774410,X,ASALI FREIGHT SYSTEMS LLC,0446,CON,CONTRACT FLEET,Trucklo
RM774490,X,MANDALAY FREIGHT LLC,M196,CON,CONTRACT FLEET,Trucklo
RM774494,X,CARGAL TRANSPORT LLC,U960,CON,CONTRACT FLEET,Trucklo
RM77483,A,MIRO TRANSPORTATION INC.,7677,CON,CONTRACT FLEET,Trucklo
RM77497,A,DAVIS TRANSPORTATION INC,7171,CON,CONTRACT FLEET,Trucklo
RM775282,X,COUGAR TRANSPORT LLC,L454,CON,CONTRACT FLEET,Trucklo
RM775289,X,GOLD STAR MD INC.,J020,CON,CONTRACT FLEET,Trucklo
RM775505,A,UNITED LOGISTICS INC,1068,CON,CONTRACT FLEET,Trucklo
RM775788,X,EAGLE TRANS LLC,L141,CON,CONTRACT FLEET,Trucklo
RM775836,X,H.T. EXPRESS- INC.,L801,CON,CONTRACT FLEET,Trucklo
RM775838,X,ASLAN EXPRESS INC,E367,CON,CONTRACT FLEET,Trucklo
RM775910,A,TP TRANSPORT LLC,2392,CON,CONTRACT FLEET,Trucklo
RM775928,X,ACE FORD LOGISTICS CORP.,J505,CON,CONTRACT FLEET,Trucklo
RM776123,X,RM GLOBAL TRANSPORT,K019,CON,CONTRACT FLEET,Trucklo
RM776133,X,REYES,K102,CON,CONTRACT FLEET,Trucklo
RM77614,X,AMBER LINE INC,U151,CON,CONTRACT FLEET,Trucklo
RM776182,A,10-4 LOGISTICS- LLC,J953,CON,CONTRACT FLEET,Trucklo
RM776255,X,MY BROTHER S TOY LLC,B034,CON,CONTRACT FLEET,Trucklo
RM776293,X,J and S LOGISTICS SERVICES INC,E777,CON,CONTRACT FLEET,Trucklo
RM776295,X,GREEN W TRANSPORT,J414,CON,CONTRACT FLEET,Trucklo
RM776302,A,MLBD TRANSPORTATION LLC,L533,CON,CONTRACT FLEET,Trucklo
RM776349,X,DKY EXPRESS LLC,L910,CON,CONTRACT FLEET,Trucklo
RM776354,X,A-1 TRANSPORT INC,L203,CON,CONTRACT FLEET,Trucklo
RM77636,X,M T M TRUCKING,L889,CON,CONTRACT FLEET,Trucklo
RM776520,X,DIRIYE TRUCKING INC,K495,CON,CONTRACT FLEET,Trucklo
RM776528,X,CLEAR CHOICE EXPRESS INC,L904,CON,CONTRACT FLEET,Trucklo
RM776726,X,SATGUR LOGISTICS LLC,K582,CON,CONTRACT FLEET,Trucklo
RM776731,X,HERMELO O HIERRO,M841,CON,CONTRACT FLEET,Trucklo
RM776735,A,ANG TRANSPORTATION INC,E020,CON,CONTRACT FLEET,Trucklo
RM776791,X,NJXPRESS TRUCKING CORP,E241,CON,CONTRACT FLEET,Trucklo
RM776804,X,NATT FREIGHTWAYS INC,0367,CON,CONTRACT FLEET,Trucklo
RM776816,X,RELIANCE TRANS INC,S276,CON,CONTRACT FLEET,Trucklo
RM776893,X,BLACKSTONE 1 INC,J423,CON,CONTRACT FLEET,Trucklo
RM777110,A,CARRILLO EXPRESS INC,E014,CON,CONTRACT FLEET,Trucklo
RM777137,A,SIMPLIXTIC TRANSPORT LLC,A834,CON,CONTRACT FLEET,Trucklo
RM777139,X,JOSEPH TRANSPORT INC,E111,CON,CONTRACT FLEET,Trucklo
RM777189,X,SAFETRIP TRUCKING INC,Q236,CON,CONTRACT FLEET,Trucklo
RM777203,A,PB WAY INC,J643,CON,CONTRACT FLEET,Trucklo
RM777207,X,PALMROSE LOGISTICS- INC.,PMOS,CON,CONTRACT FLEET,Trucklo
RM777209,X,US CARGO TRANSPORT LLC,L735,CON,CONTRACT FLEET,Trucklo
RM777229,X,BEYOND YOUR DESTINATION,D918,CON,CONTRACT FLEET,Trucklo
RM777270,X,KENAN EXPRESS LIMITED LIABILIT,E214,CON,CONTRACT FLEET,Trucklo
RM777328,X,AA MULTISERVICIOS LLC,AAMA,CON,CONTRACT FLEET,Trucklo
RM777352,X,TIEDEMANN GLOBE INCORPORATED,K041,CON,CONTRACT FLEET,Trucklo
RM77742,X,CBR TRANSPORT INC,A322,CON,CONTRACT FLEET,Trucklo
RM777427,X,S A S XPRESS INC,U538,CON,CONTRACT FLEET,Trucklo
RM777553,X,VGK TRANSPORT INC,U615,CON,CONTRACT FLEET,Trucklo
RM777696,X,MERA TRUCKING LLC,K559,CON,CONTRACT FLEET,Trucklo
RM777798,X,TRANSIT ONE INC,K820,CON,CONTRACT FLEET,Trucklo
RM777801,X,ACATLAN TRUCKING LLC,ACAN,CON,CONTRACT FLEET,Trucklo
RM777817,X,CHARTER FREIGHT LINES- INC,K042,CON,CONTRACT FLEET,Trucklo
RM777824,A,RHINO FREIGHT LINE- INC.,0802,CON,CONTRACT FLEET,Trucklo
RM777830,A,ANGEL SPIRIT INC,L131,CON,CONTRACT FLEET,Trucklo
RM777835,X,G.A.S.S. TRUCKING LLC,V141,CON,CONTRACT FLEET,Trucklo
RM777860,X,TRANS FREIGHT LLC,0055,CON,CONTRACT FLEET,Trucklo
RM777861,X,J TRANSPORTATION CORP,J123,CON,CONTRACT FLEET,Trucklo
RM777865,X,S and S LOGISTIC GROUP INC,J087,CON,CONTRACT FLEET,Trucklo
RM777866,X,GREAT TRANSPORTATION INC,J619,CON,CONTRACT FLEET,Trucklo
RM777871,X,VL RED LINE INC,U585,CON,CONTRACT FLEET,Trucklo
RM777880,X,YAMI S TRANSPORT INC.,K876,CON,CONTRACT FLEET,Trucklo
RM778451,X,JG CARRIERS INC.,M852,CON,CONTRACT FLEET,Trucklo
RM778453,X,COURIER EXPERIENCE LLC,L034,CON,CONTRACT FLEET,Trucklo
RM778454,X,S SIDHU ENTERPRISES INC,U182,BRO,BROKER,Trucklo
RM778471,A,P and J XPRESS CORP,S448,CON,CONTRACT FLEET,Trucklo
RM778492,X,ZAKE TRANSPORTATION,0603,CON,CONTRACT FLEET,Trucklo
RM778971,A,ALPHA TRANSPORT,7839,CON,CONTRACT FLEET,Trucklo
RM778976,X,ZIEGLER WORLDWIDE L.L.C.,E689,CON,CONTRACT FLEET,Trucklo
RM779027,A,BTE TRUCKING INC,K111,CON,CONTRACT FLEET,Trucklo
RM779075,X,ANC TRANSPORT INC,E344,CON,CONTRACT FLEET,Trucklo
RM779120,X,F and D EXPRESS LLC,M986,CON,CONTRACT FLEET,Trucklo
RM779125,A,SNA TRANSPORT INC,B410,CON,CONTRACT FLEET,Trucklo
RM779152,X,J AND I TRANSPORT LLC,E063,CON,CONTRACT FLEET,Trucklo
RM779155,X,TOP RANK TRANSPORT,V521,CON,CONTRACT FLEET,Trucklo
RM779158,X,TRUEBLUE XPRESS LLC,S355,CON,CONTRACT FLEET,Trucklo
RM779178,X,HOT LOADED EXPRESS LLC,S222,CON,CONTRACT FLEET,Trucklo
RM779187,X,PRESTIGE CARGO AND LOGISTICS C,J751,CON,CONTRACT FLEET,Trucklo
RM779213,X,LEGACY LOGISTICS,M803,CON,CONTRACT FLEET,Trucklo
RM779230,X,ALEX TRUCKING,K438,CON,CONTRACT FLEET,Trucklo
RM779251,X,BELMAT TRUCKING INC,K774,CON,CONTRACT FLEET,Trucklo
RM779260,A,LEAL TRANSPORT SERVICES CORP,S956,CON,CONTRACT FLEET,Trucklo
RM77958,A,BULSIM TRANSPORTATION LLC,E916,CON,CONTRACT FLEET,Trucklo
RM7798,X,KEHR TRUCKING,3783,CON,CONTRACT FLEET,Trucklo
RM779867,X,DALTON S TRUCKING- LLC,K928,CON,CONTRACT FLEET,Trucklo
RM779920,X,I and I TRUCKING INC,0279,CON,CONTRACT FLEET,Trucklo
RM779926,A,LIDER EXPRESS INC,K848,CON,CONTRACT FLEET,Trucklo
RM779949,X,SIVA CARGO INC,S986,CON,CONTRACT FLEET,Trucklo
RM779951,X,RIKABI INC.,L267,CON,CONTRACT FLEET,Trucklo
RM779981,X,RHINO TRANSPORTATION LLC,M490,CON,CONTRACT FLEET,Trucklo
RM779982,A,NEW TRANS GROUP LTD,0642,CON,CONTRACT FLEET,Trucklo
RM780018,X,K and L LOGISTICS INC,N661,CON,CONTRACT FLEET,Trucklo
RM780309,X,LINN MANNY EXPRESS LLC,J969,CON,CONTRACT FLEET,Trucklo
RM780310,A,HBM EXPRESS INC.,E339,CON,CONTRACT FLEET,Trucklo
RM780416,X,J and J EXPRESS TRANSPORTATION,L705,CON,CONTRACT FLEET,Trucklo
RM780493,X,MINNESOTA TRANSPORT,K578,CON,CONTRACT FLEET,Trucklo
RM780756,X,REDLINES TRUCKING LLC,J879,CON,CONTRACT FLEET,Trucklo
RM780855,X,SAFE LINE TRUCKING LLC,S719,CON,CONTRACT FLEET,Trucklo
RM780863,X,VB CONCORD LLC,N107,CON,CONTRACT FLEET,Trucklo
RM780910,X,AE and R TRANSPORT,U363,CON,CONTRACT FLEET,Trucklo
RM780914,X,DOUBLE D LOGISTICS- LLC,L085,CON,CONTRACT FLEET,Trucklo
RM780944,X,SUPERIOR TRANSPORTATION,E317,CON,CONTRACT FLEET,Trucklo
RM781051,A,STE EXPRESS INC,0326,CON,CONTRACT FLEET,Trucklo
RM781064,X,JEC EXPRESS INC.,K529,CON,CONTRACT FLEET,Trucklo
RM781066,X,RANA TRUCKING INC,7106,CON,CONTRACT FLEET,Trucklo
RM781093,A,CAROLINA LOGISTICS INC.,CGSQ,CON,CONTRACT FLEET,Trucklo
RM781104,A,KIIN EXPRESS LLC,0118,CON,CONTRACT FLEET,Trucklo
RM781113,X,GET IT DONE HOT SHOTS,N150,CON,CONTRACT FLEET,Trucklo
RM781117,X,G V TRANSPORTATION INC,V197,CON,CONTRACT FLEET,Trucklo
RM781166,X,CASTRO S TRANSPORTATION,N419,CON,CONTRACT FLEET,Trucklo
RM781487,X,WAGON EXPRESS LLC,K256,CON,CONTRACT FLEET,Trucklo
RM781538,A,GOODWILL TRANSPORTATION INC,6465,CON,CONTRACT FLEET,Trucklo
RM781544,X,CJ S TRANSPORT- INC.,K195,CON,CONTRACT FLEET,Trucklo
RM781612,X,MP LOGISTICS INC,M682,CON,CONTRACT FLEET,Trucklo
RM781620,X,ROAD CARGO INC,N277,CON,CONTRACT FLEET,Trucklo
RM781627,A,DAGOODS TRUCKING,1032,CON,CONTRACT FLEET,Trucklo
RM781662,X,NAYSON TRANSPORT,L731,CON,CONTRACT FLEET,Trucklo
RM781690,X,PAL TRANSPORT,N260,CON,CONTRACT FLEET,Trucklo
RM781740,X,OKASAN TRANSPORT INC,E355,CON,CONTRACT FLEET,Trucklo
RM78194,X,RAY E GRUBB TRUCKING,L405,CON,CONTRACT FLEET,Trucklo
RM782111,X,DASHMESH TRUCKING LLC,J448,CON,CONTRACT FLEET,Trucklo
RM782126,A,NAVI TRUCKING LLC,V418,CON,CONTRACT FLEET,Trucklo
RM782316,X,AUTO EXPORTERS LLC,1105,CON,CONTRACT FLEET,Trucklo
RM782332,X,SACC ENTERPRISES LLC,SAEY,CON,CONTRACT FLEET,Trucklo
RM78269,X,PAN EXPRESS INC,3515,CON,CONTRACT FLEET,Trucklo
RM78283,X,BRUBAKER TRUCKING,BBKY,CON,CONTRACT FLEET,Trucklo
RM782846,X,RED WINGS XPRESS INC,E666,CON,CONTRACT FLEET,Trucklo
RM782857,X,TDT TRANSPORTATION LLC,N164,CON,CONTRACT FLEET,Trucklo
RM782892,X,ROLLING J S LOGISTICS,K822,CON,CONTRACT FLEET,Trucklo
RM782934,X,MDT TRUCKING LLC,L060,CON,CONTRACT FLEET,Trucklo
RM782936,X,JARED TRUCKING LLC,E719,CON,CONTRACT FLEET,Trucklo
RM782972,X,US TRANSPORTATION LLC,U138,CON,CONTRACT FLEET,Trucklo
RM782980,X,TOROO TRANSPORTATION CORP,N265,CON,CONTRACT FLEET,Trucklo
RM782984,A,NEALY TRANSPORTATION INC,B221,CON,CONTRACT FLEET,Trucklo
RM782994,A,VRK TRUCKING INC,L283,CON,CONTRACT FLEET,Trucklo
RM783009,X,MDA TRANSPORT LLC,E278,CON,CONTRACT FLEET,Trucklo
RM783015,X,ALEXIS TRUCKING INC,L692,CON,CONTRACT FLEET,Trucklo
RM783040,X,GTR TRUCKING LLC,0613,CON,CONTRACT FLEET,Trucklo
RM783103,X,GOLDEN TRUCKING LLC,J317,CON,CONTRACT FLEET,Trucklo
RM783544,X,THOMAS CARRIERS LLC,M749,CON,CONTRACT FLEET,Trucklo
RM783625,X,TAYLOR D TRUCKING LLC,E704,CON,CONTRACT FLEET,Trucklo
RM783770,X,ALFA TRANS- INC.,J111,CON,CONTRACT FLEET,Trucklo
RM783783,X,EXTRA EXPRESS LLC,J631,CON,CONTRACT FLEET,Trucklo
RM783788,A,EMG TRUCKING LLC,D961,CON,CONTRACT FLEET,Trucklo
RM783791,X,G-3 RESOURCES LLC,S614,CON,CONTRACT FLEET,Trucklo
RM783920,X,JOSH AND HEATHER TRUCKING LLC,L556,CON,CONTRACT FLEET,Trucklo
RM783951,A,ALPHA XPRESS TRANSPORT LLC,L570,CON,CONTRACT FLEET,Trucklo
RM783992,X,THRUWAY LOGISTICS INC,V055,CON,CONTRACT FLEET,Trucklo
RM784026,X,TRITON AMERICAN TRANSPORTATION,N985,CON,CONTRACT FLEET,Trucklo
RM784034,A,CUBA TRANS INC,CBAE,CON,CONTRACT FLEET,Trucklo
RM784222,X,GURMAN LLC,2137,CON,CONTRACT FLEET,Trucklo
RM784323,A,DINO EXPRESS INC,J228,CON,CONTRACT FLEET,Trucklo
RM784404,X,MS TRUCKING INC,N185,CON,CONTRACT FLEET,Trucklo
RM784414,X,SEEGER TRANSPORTATION,E061,CON,CONTRACT FLEET,Trucklo
RM784420,X,A-1 TRANSPORT LLC,S062,CON,CONTRACT FLEET,Trucklo
RM784449,X,DYSE- L.L.C.,U903,CON,CONTRACT FLEET,Trucklo
RM784458,X,MAXWELL TRANSPORT LLC,K420,CON,CONTRACT FLEET,Trucklo
RM784503,X,HARTS TRANSPORTATION- LLC,M864,CON,CONTRACT FLEET,Trucklo
RM784988,X,J. GIBBS TRANSPORTATION- LLC,E590,CON,CONTRACT FLEET,Trucklo
RM784992,X,LO KEE TRUCKING CO,LOKT,CON,CONTRACT FLEET,Trucklo
RM785023,X,BALTYK EXPRESS LLC,S052,CON,CONTRACT FLEET,Trucklo
RM785045,X,KC LOGISTICS COMPANY,K415,CON,CONTRACT FLEET,Trucklo
RM785081,A,MINT LLC,M049,CON,CONTRACT FLEET,Trucklo
RM785091,X,JTT TRUCKING INC,S447,CON,CONTRACT FLEET,Trucklo
RM785105,X,AAA LOGISTICS INC,J801,CON,CONTRACT FLEET,Trucklo
RM785145,X,PROPEL TRANSPORT INCORPORATED,J014,CON,CONTRACT FLEET,Trucklo
RM785250,X,BROCKMAN TRUCKING INC,T155,CON,CONTRACT FLEET,Trucklo
RM785251,X,M and J TRUCKING,T092,CON,CONTRACT FLEET,Trucklo
RM785255,X,LLS TRUCKING,D133,CON,CONTRACT FLEET,Trucklo
RM785761,X,BLACK LION TRANSPORTATION LLC,E119,CON,CONTRACT FLEET,Trucklo
RM785766,X,SURE XPRESS LLC,E396,CON,CONTRACT FLEET,Trucklo
RM785781,X,DUNEDIN MS LLC,DMLY,CON,CONTRACT FLEET,Trucklo
RM785785,X,KTB LOGISTICS INC,U327,CON,CONTRACT FLEET,Trucklo
RM785796,X,FLASH TRUCKING LLC,K837,CON,CONTRACT FLEET,Trucklo
RM785980,X,OD EXPRESS INC,K550,CON,CONTRACT FLEET,Trucklo
RM786133,X,SUPERFOX TRUCKING COMPANY,N093,CON,CONTRACT FLEET,Trucklo
RM786164,X,PENN LOGISTICS LLC,2020,CON,CONTRACT FLEET,Trucklo
RM786259,X,SHUEY TRUCKING LLC,,CON,CONTRACT FLEET,Trucklo
RM78632,X,BAMZ TRANSPORT,J486,CON,CONTRACT FLEET,Trucklo
RM78638,A,HAUL LINE INC,HLIL,CON,CONTRACT FLEET,Trucklo
RM786548,X,KAMAL TRANSPORT LLC,V888,CON,CONTRACT FLEET,Trucklo
RM786823,X,YASMIN TRUCKING LLC,M031,CON,CONTRACT FLEET,Trucklo
RM786825,X,VALID TRANSPORTATION LLC,U668,CON,CONTRACT FLEET,Trucklo
RM787268,X,MANYZ TRANSPORT LLC,N968,CON,CONTRACT FLEET,Trucklo
RM787711,X,R.A.M TRUCK LEASING,K499,CON,CONTRACT FLEET,Trucklo
RM787733,X,E and K EXPRESS LLC,J371,CON,CONTRACT FLEET,Trucklo
RM787752,X,CHRIS NEWMAN TRUCKING,N099,CON,CONTRACT FLEET,Trucklo
RM78776,A,FORE WAY EXPRESS- LLC,9699,CON,CONTRACT FLEET,Trucklo
RM787765,X,AAC TRUCKING,N465,CON,CONTRACT FLEET,Trucklo
RM787800,X,AMERICAN GROUP TRUCKING INC,U049,CON,CONTRACT FLEET,Trucklo
RM787824,A,LAKH LLC,7336,CON,CONTRACT FLEET,Trucklo
RM787880,X,MYRTZ TRANSPORTATION,E310,CON,CONTRACT FLEET,Trucklo
RM787891,X,GRAPEVINE TRANSPORT INC,S391,CON,CONTRACT FLEET,Trucklo
RM787915,X,ANGIGI TRANSPORTATION LLC,S352,CON,CONTRACT FLEET,Trucklo
RM78817,X,BLANCO TRUCKING INC.,V468,CON,CONTRACT FLEET,Trucklo
RM788417,X,C1 TRANSPORTATION- INC,J638,CON,CONTRACT FLEET,Trucklo
RM788423,X,STURDIVANT TRUCKING CO LLC,J190,CON,CONTRACT FLEET,Trucklo
RM788478,X,DIFEI TRANSPORT LLC,N400,CON,CONTRACT FLEET,Trucklo
RM788542,X,JUAN GARCIA,N000,CON,CONTRACT FLEET,Trucklo
RM788547,X,TRUCKER TRANSPORT,V564,CON,CONTRACT FLEET,Trucklo
